C_tr,C_inf,C_inf_allocated,Accuracy,Policy,Params,Tokens
3.3932217718953297e+25,2415993509537919.0,2944084977655257.0,0.2986252900989248,cot,212703918.53138107,2271.696286762557
3.3932217718953297e+25,2855148021716243.5,3536664805680504.0,0.3233401300656036,cot,212703918.53138107,2684.6219302678355
3.3932217718953297e+25,3386894602861692.0,4248517975082634.5,0.34537312547585125,cot,212703918.53138107,3184.6095043726327
3.3932217718953297e+25,4005609390441675.5,5103651597292699.0,0.36515821982243907,cot,212703918.53138107,3766.371036413898
3.3932217718953297e+25,4802160708132088.0,6130904889496625.0,0.38961815278225054,cot,212703918.53138107,4515.347663821816
3.3932217718953297e+25,5733146096313356.0,7364921771696304.0,0.41497686913071796,cot,212703918.53138107,5390.729174994039
3.3932217718953297e+25,6759292474557949.0,8847319226258546.0,0.4372582973343492,cot,212703918.53138107,6355.588106911837
3.3932217718953297e+25,8117669469426779.0,1.062809082265327e+16,0.45649043845862747,cot,212703918.53138107,7632.834905417265
3.3932217718953297e+25,9759529748375624.0,1.276729274098251e+16,0.4808307321234706,cot,212703918.53138107,9176.633712966373
3.3932217718953297e+25,1.1567506017540048e+16,1.5337069155121438e+16,0.5060287546236014,cot,212703918.53138107,10876.627094985506
3.3932217718953297e+25,1.3902915828334108e+16,1.8424085281127304e+16,0.5284377265928594,cot,212703918.53138107,13072.552611467714
3.3932217718953297e+25,1.6701335694034856e+16,2.2132450145006944e+16,0.547323423572234,cot,212703918.53138107,15703.83452204322
3.3932217718953297e+25,1.9775386020289996e+16,2.658722763962619e+16,0.5711055079101954,cot,212703918.53138107,18594.284634556418
3.3932217718953297e+25,2.3818774038665436e+16,3.193865428047875e+16,0.597096654990569,cot,212703918.53138107,22396.177938914043
3.3932217718953297e+25,2.8878634868974616e+16,3.8367205903318376e+16,0.6189519606347511,cot,212703918.53138107,27153.834370676184
3.3932217718953297e+25,3.429403328225733e+16,4.6089684177061784e+16,0.6376252424911047,cot,212703918.53138107,32245.793607415642
3.3932217718953297e+25,4.071142974497976e+16,5.536652819843705e+16,0.6600465560165694,cot,212703918.53138107,38279.905726300414
3.3932217718953297e+25,4.932175920474873e+16,6.651059775050343e+16,0.6881872718988127,cot,212703918.53138107,46375.97609418003
3.3932217718953297e+25,5.9235633325944936e+16,7.989772443875483e+16,0.7071727947857233,cot,212703918.53138107,55697.73583386585
3.3932217718953297e+25,6.942979238127521e+16,9.597938653983808e+16,0.7269313632643429,cot,212703918.53138107,65283.040256761364
3.3932217718953297e+25,8.319069115138032e+16,1.152979350197266e+17,0.7482337448258041,cot,212703918.53138107,78222.05789697933
3.3932217718953297e+25,1.0209965781911906e+17,1.3850488421589698e+17,0.7791603129894489,cot,212703918.53138107,96001.67079578825
3.3932217718953297e+25,1.2046562605994176e+17,1.6638288403323978e+17,0.793068370690063,cot,212703918.53138107,113270.71630057343
3.3932217718953297e+25,1.4311844269726726e+17,1.998721146617942e+17,0.8154359542572115,cot,212703918.53138107,134570.5746141695
3.3932217718953297e+25,1.731680447044112e+17,2.401019939731089e+17,0.8353940584878398,cot,212703918.53138107,162825.43913629217
3.3932217718953297e+25,2.0843454457153827e+17,2.8842926692105965e+17,0.8700073721673759,cot,212703918.53138107,195985.61795257858
3.3932217718953297e+25,2.4423024321773654e+17,3.464837615048567e+17,0.8830741697223633,cot,212703918.53138107,229643.38871049453
3.3932217718953297e+25,2.9345768722266304e+17,4.1622335440533235e+17,0.8961856107445505,cot,212703918.53138107,275930.6826586441
3.3932217718953297e+25,3.5879461280436883e+17,4.9999999999999994e+17,0.9156516900263147,cot,212703918.53138107,337365.30599123344
3.727593720314953e+25,9999999999999.959,10000000000000.0,0.0,cot,222937770.6989091,8.97111330094492
3.727593720314953e+25,12012780991454.928,12012780991454.914,0.0,cot,222937770.6989091,10.776801933378003
3.727593720314953e+25,14430690714865.975,14430690714865.992,0.0,cot,222937770.6989091,12.945936141395704
3.727593720314953e+25,17335272711310.66,17335272711310.713,0.0,cot,222937770.6989091,15.55166955959472
3.727593720314953e+25,20824483450811.97,20824483450812.043,0.0,cot,222937770.6989091,18.681880047088736
3.727593720314953e+25,25015995895478.285,25015995895478.234,0.0,cot,222937770.6989091,22.442133351430964
3.727593720314953e+25,30051167997551.418,30051167997551.387,0.00012582244431129697,cot,222937770.6989091,26.959243293176492
3.727593720314953e+25,36099809969200.266,36099809969200.36,0.0005114514878295957,cot,222937770.6989091,32.385548537627784
3.727593720314953e+25,43365911099314.5,43365911099314.47,0.0010182623601529429,cot,222937770.6989091,38.90405018706568
3.727593720314953e+25,52094519253096.44,52094519253096.64,0.0016461614356199793,cot,222937770.6989091,46.734583457778655
3.727593720314953e+25,62580005064258.164,62580005064258.14,0.002541159242607552,cot,222937770.6989091,56.141231580516916
3.727593720314953e+25,75175989528107.16,75175989528107.25,0.0037735976150438224,cot,222937770.6989091,67.44123195673009
3.727593720314953e+25,90307269801705.67,90307269801705.67,0.005322978954663521,cot,222937770.6989091,81.01567492901066
3.727593720314953e+25,108447848070702.34,108484145406412.03,0.007310615078292475,cot,222937770.6989091,97.28979322859355
3.727593720314953e+25,130141541797639.81,130319627981237.75,0.009900718641910175,cot,222937770.6989091,116.75145166262904
3.727593720314953e+25,156201700961379.56,156550114982648.88,0.013348901281888186,cot,222937770.6989091,140.13031571248587
3.727593720314953e+25,187314621037477.0,188060224547363.8,0.017910508540349694,cot,222937770.6989091,168.04206882507737
3.727593720314953e+25,224598212713519.78,225912629069131.47,0.02385809940282558,cot,222937770.6989091,201.4896013442722
3.727593720314953e+25,269161581118589.1,271383893621126.75,0.03146997045954879,cot,222937770.6989091,241.46790404763493
3.727593720314953e+25,322007572113503.25,326007527867889.44,0.04121177662761312,cot,222937770.6989091,288.87664131924413
3.727593720314953e+25,384932082954317.44,391625703384257.44,0.05373861113776829,cot,222937770.6989091,345.3269329351924
3.727593720314953e+25,459444248697531.2,470451380537956.8,0.06948853599955511,cot,222937770.6989091,412.17264105330844
3.727593720314953e+25,547076595607069.25,565142940153009.0,0.08863183138177706,cot,222937770.6989091,490.7886123486263
3.727593720314953e+25,650126616987357.4,678893836892498.1,0.11092128148767784,cot,222937770.6989091,583.2359540953629
3.727593720314953e+25,770336237944810.8,815540297903809.5,0.13445664249360167,cot,222937770.6989091,691.0773670426589
3.727593720314953e+25,910645481401330.8,979690698842436.1,0.15659848528555892,cot,222937770.6989091,816.9503790644901
3.727593720314953e+25,1074990048024153.8,1176880980455955.0,0.17724433516330004,cot,222937770.6989091,964.3857518212943
3.727593720314953e+25,1267952804379770.5,1413761347122611.8,0.20053610889912998,cot,222937770.6989091,1137.4948268341816
3.727593720314953e+25,1491944085975232.8,1698320543716820.5,0.22593134830672978,cot,222937770.6989091,1338.4399433958577
3.727593720314953e+25,1753801909695988.0,2040155274495871.2,0.24844215602215525,cot,222937770.6989091,1573.3555639296344
3.727593720314953e+25,2064356181145702.2,2450793850108048.5,0.26903616264135566,cot,222937770.6989091,1851.9573194564146
3.727593720314953e+25,2429270248363606.5,2944084977655257.0,0.29177451784060177,cot,222937770.6989091,2179.3258636684604
3.727593720314953e+25,2865888230834796.5,3536664805680504.0,0.3177017152581106,cot,222937770.6989091,2571.020802666365
3.727593720314953e+25,3393515761481444.0,4248517975082634.5,0.33977555891088873,cot,222937770.6989091,3044.361438479253
3.727593720314953e+25,4041975923437485.0,5103651597292699.0,0.3601538973742567,cot,222937770.6989091,3626.1023968849295
3.727593720314953e+25,4773403604945720.0,6130904889496625.0,0.38206770406352497,cot,222937770.6989091,4282.274457110715
3.727593720314953e+25,5686449752858229.0,7364921771696304.0,0.4099996041022156,cot,222937770.6989091,5101.378501302162
3.727593720314953e+25,6811255758441639.0,8847319226258546.0,0.43132350415909954,cot,222937770.6989091,6110.454713069371
3.727593720314953e+25,8144217091611583.0,1.062809082265327e+16,0.45115531394648944,cot,222937770.6989091,7306.269427633991
3.727593720314953e+25,9745499802897604.0,1.276729274098251e+16,0.4723282695960957,cot,222937770.6989091,8742.798290613113
3.727593720314953e+25,1.162163925457512e+16,1.5337069155121438e+16,0.5016999052901416,cot,222937770.6989091,10425.904249550289
3.727593720314953e+25,1.3935707765405598e+16,1.8424085281127304e+16,0.5214287617636457,cot,222937770.6989091,12501.881329231206
3.727593720314953e+25,1.6648552611182122e+16,2.2132450145006944e+16,0.5413177983561634,cot,222937770.6989091,14935.60517716578
3.727593720314953e+25,1.98418208109022e+16,2.658722763962619e+16,0.5617016106973355,cot,222937770.6989091,17800.322259165117
3.727593720314953e+25,2.3687793377075024e+16,3.193865428047875e+16,0.5928485672918434,cot,222937770.6989091,21250.58782351136
3.727593720314953e+25,2.864458156570895e+16,3.8367205903318376e+16,0.6104641105622418,cot,222937770.6989091,25697.37866841343
3.727593720314953e+25,3.4383836344648896e+16,4.6089684177061784e+16,0.6311518654666324,cot,222937770.6989091,30846.129156899427
3.727593720314953e+25,4.038390079819785e+16,5.536652819843705e+16,0.6508494019218993,cot,222937770.6989091,36228.85495947543
3.727593720314953e+25,4.938019749204616e+16,6.651059775050343e+16,0.6830369559955368,cot,222937770.6989091,44299.534652418406
3.727593720314953e+25,5.9562380090242616e+16,7.989772443875483e+16,0.6995800396899287,cot,222937770.6989091,53434.08602635145
3.727593720314953e+25,7.0383593383605064e+16,9.597938653983808e+16,0.7206108883573741,cot,222937770.6989091,63141.91907719608
3.727593720314953e+25,8.374355869647992e+16,1.152979350197266e+17,0.7401833457648549,cot,222937770.6989091,75127.29532904556
3.727593720314953e+25,1.026549462688159e+17,1.3850488421589698e+17,0.7709037216723852,cot,222937770.6989091,92092.91538799641
3.727593720314953e+25,1.2109793521888594e+17,1.6638288403323978e+17,0.7879762696863393,cot,222937770.6989091,108638.32973591182
3.727593720314953e+25,1.427719326344963e+17,1.998721146617942e+17,0.8106759404452739,cot,222937770.6989091,128082.3183858947
3.727593720314953e+25,1.707354954187189e+17,2.401019939731089e+17,0.8304201100764518,cot,222937770.6989091,153168.7473894296
3.727593720314953e+25,2.104092444844173e+17,2.8842926692105965e+17,0.8575959560234735,cot,222937770.6989091,188760.5171835935
3.727593720314953e+25,2.4647312803372704e+17,3.464837615048567e+17,0.8766382324452032,cot,222937770.6989091,221113.83572288777
3.727593720314953e+25,2.924681965482164e+17,4.1622335440533235e+17,0.8915100952018317,cot,222937770.6989091,262376.5328157087
3.727593720314953e+25,3.521389864695144e+17,4.9999999999999994e+17,0.9112072313704037,cot,222937770.6989091,315907.8745297936
4.094915062380419e+25,9999999999999.959,10000000000000.0,0.0,cot,233664005.5686917,8.55929861825483
4.094915062380419e+25,12012780991454.928,12012780991454.914,0.0,cot,233664005.5686917,10.282097974155848
4.094915062380419e+25,14430690714865.975,14430690714865.992,0.0,cot,233664005.5686917,12.351659109621565
4.094915062380419e+25,17335272711310.66,17335272711310.713,0.0,cot,233664005.5686917,14.837777576499262
4.094915062380419e+25,20824483450811.97,20824483450812.043,0.0,cot,233664005.5686917,17.82429724264062
4.094915062380419e+25,25015995895478.285,25015995895478.234,0.0,cot,233664005.5686917,21.411937910243665
4.094915062380419e+25,30051167997551.418,30051167997551.387,0.00018133035049167396,cot,233664005.5686917,25.72169207183867
4.094915062380419e+25,36099809969200.266,36099809969200.36,0.001605530312038413,cot,233664005.5686917,30.898905358863903
4.094915062380419e+25,43365911099314.5,43365911099314.47,0.003506413129823546,cot,233664005.5686917,37.11817829517259
4.094915062380419e+25,52094519253096.44,52094519253096.64,0.0058972747833845205,cot,233664005.5686917,44.58925466616798
4.094915062380419e+25,62580005064258.164,62580005064258.14,0.008992183987284854,cot,233664005.5686917,53.564095087688735
4.094915062380419e+25,75175989528107.16,75175989528107.25,0.013265685612167165,cot,233664005.5686917,64.34537432938698
4.094915062380419e+25,90307269801705.67,90307269801705.67,0.018419036274493015,cot,233664005.5686917,77.29668896321087
4.094915062380419e+25,108467542295779.81,108484145406412.03,0.024855750329545852,cot,233664005.5686917,92.84060848977693
4.094915062380419e+25,129735869479051.84,130319627981237.75,0.03259043672444569,cot,233664005.5686917,111.0448048370142
4.094915062380419e+25,155285045129777.06,156550114982648.88,0.04205369003881292,cot,233664005.5686917,132.91310722149453
4.094915062380419e+25,185547441468044.12,188060224547363.8,0.053632391500345045,cot,233664005.5686917,158.81559593781554
4.094915062380419e+25,221648207140319.22,225912629069131.47,0.06781052507192965,cot,233664005.5686917,189.71531931148024
4.094915062380419e+25,264166792175951.7,271383893621126.75,0.08493889316275974,cot,233664005.5686917,226.10824592604436
4.094915062380419e+25,314117477273820.4,326007527867889.44,0.1049433193051124,cot,233664005.5686917,268.8625289199515
4.094915062380419e+25,372784599948666.1,391625703384257.44,0.12699812845521724,cot,233664005.5686917,319.0774711247311
4.094915062380419e+25,440898889616829.2,470451380537956.8,0.1496893665222889,cot,233664005.5686917,377.37852566874307
4.094915062380419e+25,520494477802308.1,565142940153009.0,0.1722633361288832,cot,233664005.5686917,445.5067664662584
4.094915062380419e+25,613767124226103.0,678893836892498.1,0.19536515568255783,cot,233664005.5686917,525.3416098318746
4.094915062380419e+25,722546889542980.2,815540297903809.5,0.218780734997856,cot,233664005.5686917,618.4494593289581
4.094915062380419e+25,848987725479850.6,979690698842436.1,0.241153691040312,cot,233664005.5686917,726.6739465615027
4.094915062380419e+25,996574058176160.4,1176880980455955.0,0.2623395192851857,cot,233664005.5686917,852.9974959135855
4.094915062380419e+25,1169233446211314.8,1413761347122611.8,0.28494490263942096,cot,233664005.5686917,1000.7818220573881
4.094915062380419e+25,1369712886943392.8,1698320543716820.5,0.31014394228357006,cot,233664005.5686917,1172.3781620620464
4.094915062380419e+25,1605646703339299.8,2040155274495871.2,0.33259212645443814,cot,233664005.5686917,1374.3209609297548
4.094915062380419e+25,1882046921991788.8,2450793850108048.5,0.3533524843407498,cot,233664005.5686917,1610.9001618895138
4.094915062380419e+25,2216885134426679.2,2944084977655257.0,0.3741970187132322,cot,233664005.5686917,1897.498186792803
4.094915062380419e+25,2635433298977360.0,3536664805680504.0,0.40092498984665287,cot,233664005.5686917,2255.7460594439776
4.094915062380419e+25,3125293489440047.0,4248517975082634.5,0.42322273128695004,cot,233664005.5686917,2675.032024580512
4.094915062380419e+25,3743677136362290.0,5103651597292699.0,0.44478073649169125,cot,233664005.5686917,3204.3250540458084
4.094915062380419e+25,4417720318973770.5,6130904889496625.0,0.46462890358571096,cot,233664005.5686917,3781.2587422028637
4.094915062380419e+25,5308797784915751.0,7364921771696304.0,0.49269663965751603,cot,233664005.5686917,4543.958554502388
4.094915062380419e+25,6335061965458704.0,8847319226258546.0,0.5134565502287912,cot,233664005.5686917,5422.368712750964
4.094915062380419e+25,7565213285609700.0,1.062809082265327e+16,0.5349866444469116,cot,233664005.5686917,6475.291962232245
4.094915062380419e+25,9087621526308488.0,1.276729274098251e+16,0.5542842603554318,cot,233664005.5686917,7778.366637335542
4.094915062380419e+25,1.0856713733302178e+16,1.5337069155121438e+16,0.5830340207048862,cot,233664005.5686917,9292.585485624195
4.094915062380419e+25,1.29590897158597e+16,1.8424085281127304e+16,0.6029896104205349,cot,233664005.5686917,11092.071869879877
4.094915062380419e+25,1.5768091198800888e+16,2.2132450145006944e+16,0.6249372107834664,cot,233664005.5686917,13496.380121041315
4.094915062380419e+25,1.888733232727771e+16,2.658722763962619e+16,0.6441920510910975,cot,233664005.5686917,16166.231749138857
4.094915062380419e+25,2.2220811469848896e+16,3.193865428047875e+16,0.672714669370234,cot,233664005.5686917,19019.45609103795
4.094915062380419e+25,2.7252367195167004e+16,3.8367205903318376e+16,0.692285352258273,cot,233664005.5686917,23326.114887776715
4.094915062380419e+25,3.279537514340691e+16,4.6089684177061784e+16,0.7147539620921527,cot,233664005.5686917,28070.540915011276
4.094915062380419e+25,3.854919791980133e+16,5.536652819843705e+16,0.734129567606759,cot,233664005.5686917,32995.409648978886
4.094915062380419e+25,4.647999105860905e+16,6.651059775050343e+16,0.7622771564084422,cot,233664005.5686917,39783.612324445094
4.094915062380419e+25,5.694045144636393e+16,7.989772443875483e+16,0.7813567276237713,cot,233664005.5686917,48737.0327387671
4.094915062380419e+25,6.711137896978777e+16,9.597938653983808e+16,0.8052028731248523,cot,233664005.5686917,57442.63332852831
4.094915062380419e+25,7.968162102648963e+16,1.152979350197266e+17,0.8246391978791194,cot,233664005.5686917,68201.87887523406
4.094915062380419e+25,9.627692302018398e+16,1.3850488421589698e+17,0.8507603054302186,cot,233664005.5686917,82406.2934176491
4.094915062380419e+25,1.176230845242343e+17,1.6638288403323978e+17,0.8703232509268307,cot,233664005.5686917,100677.11048431539
4.094915062380419e+25,1.3725984418339214e+17,1.998721146617942e+17,0.8896074418296521,cot,233664005.5686917,117484.79946607865
4.094915062380419e+25,1.6276389731365725e+17,2.401019939731089e+17,0.9089791438290677,cot,233664005.5686917,139314.48013785633
4.094915062380419e+25,2.022694699959866e+17,2.8842926692105965e+17,0.9285728632654461,cot,233664005.5686917,173128.47950517922
4.094915062380419e+25,2.4094218241154333e+17,3.464837615048567e+17,0.948051950141996,cot,233664005.5686917,206229.60889944347
4.094915062380419e+25,2.836390062877257e+17,4.1622335440533235e+17,0.9609959219584691,cot,233664005.5686917,242775.09546017135
4.094915062380419e+25,3.397649870884134e+17,4.9999999999999994e+17,0.9719964194905665,cot,233664005.5686917,290814.9984517239
4.498432668969453e+25,9999999999999.959,10000000000000.0,0.0,cot,244906313.2157398,8.166388092405674
4.498432668969453e+25,12012780991454.928,12012780991454.914,0.0,cot,244906313.2157398,9.810103164529515
4.498432668969453e+25,14430690714865.975,14430690714865.992,0.0,cot,244906313.2157398,11.78466208190711
4.498432668969453e+25,17335272711310.66,17335272711310.713,0.0,cot,244906313.2157398,14.156656464825298
4.498432668969453e+25,20824483450811.97,20824483450812.043,0.0,cot,244906313.2157398,17.00608136832106
4.498432668969453e+25,25015995895478.285,25015995895478.234,0.0,cot,244906313.2157398,20.429033100050393
4.498432668969453e+25,30051167997551.418,30051167997551.387,0.0,cot,244906313.2157398,24.54095004980874
4.498432668969453e+25,36099809969200.266,36099809969200.36,0.0011967540012265427,cot,244906313.2157398,29.48050582705859
4.498432668969453e+25,43365911099314.5,43365911099314.47,0.002972265469919452,cot,244906313.2157398,35.414286001776645
4.498432668969453e+25,52094519253096.44,52094519253096.64,0.005239336123592568,cot,244906313.2157398,42.54240617080867
4.498432668969453e+25,62580005064258.164,62580005064258.14,0.00804237445010062,cot,244906313.2157398,51.105260817944675
4.498432668969453e+25,75175989528107.16,75175989528107.25,0.012086588413165537,cot,244906313.2157398,61.39163057171505
4.498432668969453e+25,90307269801705.67,90307269801705.67,0.016984382683145543,cot,244906313.2157398,73.74842127663189
4.498432668969453e+25,108484145406411.6,108484145406412.03,0.023099450097497476,cot,244906313.2157398,88.5923633261729
4.498432668969453e+25,129870642397897.58,130319627981237.75,0.030445741264756986,cot,244906313.2157398,106.05740676312708
4.498432668969453e+25,155419818048622.8,156550114982648.88,0.03943949212244377,cot,244906313.2157398,126.92185514361351
4.498432668969453e+25,185837823908320.28,188060224547363.8,0.05043477309259793,cot,244906313.2157398,151.76237922834954
4.498432668969453e+25,221969664588189.94,225912629069131.47,0.06390543495893616,cot,244906313.2157398,181.26904257682833
4.498432668969453e+25,264667420369627.2,271383893621126.75,0.08026150604685756,cot,244906313.2157398,216.13768701542594
4.498432668969453e+25,314971340940277.06,326007527867889.44,0.09957430093772984,cot,244906313.2157398,257.2178208103737
4.498432668969453e+25,373958093983466.44,391625703384257.44,0.12122720148061308,cot,244906313.2157398,305.38869257653147
4.498432668969453e+25,442735937949841.4,470451380537956.8,0.14388434423229587,cot,244906313.2157398,361.55534917536573
4.498432668969453e+25,522936954567454.7,565142940153009.0,0.16646514833069287,cot,244906313.2157398,427.05061188585665
4.498432668969453e+25,616784632386458.0,678893836892498.1,0.18936721083673702,cot,244906313.2157398,503.69026774996024
4.498432668969453e+25,726530810997677.0,815540297903809.5,0.2128354815864218,cot,244906313.2157398,593.3132563697291
4.498432668969453e+25,853717998650677.9,979690698842436.1,0.2355590912480404,cot,244906313.2157398,697.1792498453328
4.498432668969453e+25,1002606312099592.0,1176880980455955.0,0.25694564643024476,cot,244906313.2157398,818.767224850091
4.498432668969453e+25,1176461176551396.0,1413761347122611.8,0.27878285310636325,cot,244906313.2157398,960.7438543366931
4.498432668969453e+25,1378935328715246.8,1698320543716820.5,0.3038013351770812,cot,244906313.2157398,1126.0921048617743
4.498432668969453e+25,1613473338204808.5,2040155274495871.2,0.32705956316898466,cot,244906313.2157398,1317.6249456529836
4.498432668969453e+25,1894440671286503.2,2450793850108048.5,0.34822401546858484,cot,244906313.2157398,1547.0737739763176
4.498432668969453e+25,2231941286409240.8,2944084977655257.0,0.3683214328517224,cot,244906313.2157398,1822.6898744281102
4.498432668969453e+25,2649022396442183.5,3536664805680504.0,0.39412247476166823,cot,244906313.2157398,2163.294495482148
4.498432668969453e+25,3120380537466700.0,4248517975082634.5,0.41764253636406184,cot,244906313.2157398,2548.2238464942584
4.498432668969453e+25,3709941818017886.0,5103651597292699.0,0.4396665837241549,cot,244906313.2157398,3029.6824686179248
4.498432668969453e+25,4443062436879684.5,6130904889496625.0,0.45936415839161426,cot,244906313.2157398,3628.3772178349345
4.498432668969453e+25,5308592980707282.0,7364921771696304.0,0.4853336017653422,cot,244906313.2157398,4335.203050507647
4.498432668969453e+25,6382725182851818.0,8847319226258546.0,0.5084711263704684,cot,244906313.2157398,5212.381093033913
4.498432668969453e+25,7522748032460395.0,1.062809082265327e+16,0.5307488407244669,cot,244906313.2157398,6143.367995445304
4.498432668969453e+25,9118826810031294.0,1.276729274098251e+16,0.5497534342948212,cot,244906313.2157398,7446.787867814949
4.498432668969453e+25,1.1002689194404532e+16,1.5337069155121438e+16,0.5756476934831595,cot,244906313.2157398,8985.223002162613
4.498432668969453e+25,1.29329240326061e+16,1.8424085281127304e+16,0.5986858889276093,cot,244906313.2157398,10561.527681986207
4.498432668969453e+25,1.5755947121686718e+16,2.2132450145006944e+16,0.6216540349328318,cot,244906313.2157398,12866.917895911642
4.498432668969453e+25,1.894679928358255e+16,2.658722763962619e+16,0.6406172404883478,cot,244906313.2157398,15472.691605864955
4.498432668969453e+25,2.2454583289180924e+16,3.193865428047875e+16,0.6656089402523685,cot,244906313.2157398,18337.28415926993
4.498432668969453e+25,2.708846921609005e+16,3.8367205903318376e+16,0.6886942581558035,cot,244906313.2157398,22121.495244777634
4.498432668969453e+25,3.2752905066067624e+16,4.6089684177061784e+16,0.7123516923385176,cot,244906313.2157398,26747.29339232292
4.498432668969453e+25,3.89417045929206e+16,5.536652819843705e+16,0.7310961804055394,cot,244906313.2157398,31801.307268560744
4.498432668969453e+25,4.627583299502617e+16,6.651059775050343e+16,0.7545954042860491,cot,244906313.2157398,37790.641153673685
4.498432668969453e+25,5.6796938888578056e+16,7.989772443875483e+16,0.7792261309163215,cot,244906313.2157398,46382.58454247785
4.498432668969453e+25,6.723339550532723e+16,9.597938653983808e+16,0.8016292242477102,cot,244906313.2157398,54905.40004667077
4.498432668969453e+25,7.918615995051907e+16,1.152979350197266e+17,0.8201681893824212,cot,244906313.2157398,64666.491370325275
4.498432668969453e+25,9.619029356832717e+16,1.3850488421589698e+17,0.8425145830955992,cot,244906313.2157398,78552.72680013963
4.498432668969453e+25,1.1727853944425714e+17,1.6638288403323978e+17,0.8701287502000858,cot,244906313.2157398,95774.20680123146
4.498432668969453e+25,1.3854609851951512e+17,1.998721146617942e+17,0.8851390692922109,cot,244906313.2157398,113142.12091990364
4.498432668969453e+25,1.6512482826434976e+17,2.401019939731089e+17,0.9017166593531265,cot,244906313.2157398,134847.34312985232
4.498432668969453e+25,1.9949628659487293e+17,2.8842926692105965e+17,0.9229551611899373,cot,244906313.2157398,162916.40993275266
4.498432668969453e+25,2.399386119293609e+17,3.464837615048567e+17,0.9480502363863204,cot,244906313.2157398,195943.1823368287
4.498432668969453e+25,2.8477916066729216e+17,4.1622335440533235e+17,0.9545522939312289,cot,244906313.2157398,232561.71466386667
4.498432668969453e+25,3.3959365704418605e+17,4.9999999999999994e+17,0.9675324675843803,cot,244906313.2157398,277325.35971421486
4.941713361323818e+25,9999999999999.959,10000000000000.0,0.0,cot,256689523.5188175,7.79151393708273
4.941713361323818e+25,12012780991454.928,12012780991454.914,0.0,cot,256689523.5188175,9.359775051804393
4.941713361323818e+25,14430690714865.975,14430690714865.992,0.0,cot,256689523.5188175,11.243692782660904
4.941713361323818e+25,17335272711310.66,17335272711310.713,0.0,cot,256689523.5188175,13.506801893330747
4.941713361323818e+25,20824483450811.97,20824483450812.043,0.0,cot,256689523.5188175,16.225425303955078
4.941713361323818e+25,25015995895478.285,25015995895478.234,0.0,cot,256689523.5188175,19.49124806696242
4.941713361323818e+25,30051167997551.418,30051167997551.387,0.0,cot,256689523.5188175,23.414409427853734
4.941713361323818e+25,36099809969200.266,36099809969200.36,0.0022515645091483005,cot,256689523.5188175,28.127217250106305
4.941713361323818e+25,43365911099314.5,43365911099314.47,0.006794372594070381,cot,256689523.5188175,33.788610072460095
4.941713361323818e+25,52094519253096.44,52094519253096.64,0.012683201862736864,cot,256689523.5188175,40.58951728061271
4.941713361323818e+25,62580005064258.164,62580005064258.14,0.01987968871357943,cot,256689523.5188175,48.759298164087724
4.941713361323818e+25,75175989528107.16,75175989528107.25,0.02984903929194018,cot,256689523.5188175,58.573477014223464
4.941713361323818e+25,90307269801705.67,90307269801705.67,0.042145059310680445,cot,256689523.5188175,70.3630351279883
4.941713361323818e+25,108484145406411.6,108484145406412.03,0.05680590695070774,cot,256689523.5188175,84.52557308865687
4.941713361323818e+25,129473375109571.69,130319627981237.75,0.07390666226940135,cot,256689523.5188175,100.87936066473722
4.941713361323818e+25,153830255896596.38,156550114982648.88,0.0931591230221304,cot,256689523.5188175,119.85705827633382
4.941713361323818e+25,182831663208646.6,188060224547363.8,0.11402199536662339,cot,256689523.5188175,142.45354520301913
4.941713361323818e+25,216259760708390.0,225912629069131.47,0.13594786297714703,cot,256689523.5188175,168.49909395896037
4.941713361323818e+25,255443658583799.47,271383893621126.75,0.15853506741059387,cot,256689523.5188175,199.0292825995084
4.941713361323818e+25,301152024961396.8,326007527867889.44,0.18162779464311865,cot,256689523.5188175,234.6430199667419
4.941713361323818e+25,354508498108415.3,391625703384257.44,0.20513929546573922,cot,256689523.5188175,276.21579038259955
4.941713361323818e+25,416643516067931.2,470451380537956.8,0.22862929971511267,cot,256689523.5188175,324.6283762238451
4.941713361323818e+25,489005941789637.8,565142940153009.0,0.2515327699685073,cot,256689523.5188175,381.0096610770244
4.941713361323818e+25,572938635269514.0,678893836892498.1,0.27432093165363725,cot,256689523.5188175,446.4059361795595
4.941713361323818e+25,671280646554568.6,815540297903809.5,0.2977425865917071,cot,256689523.5188175,523.0292513323849
4.941713361323818e+25,784535855570822.4,979690698842436.1,0.32077684688875174,cot,256689523.5188175,611.272205282121
4.941713361323818e+25,916655962241211.1,1176880980455955.0,0.3424653827968767,cot,256689523.5188175,714.2137705312406
4.941713361323818e+25,1070100715824048.6,1413761347122611.8,0.3636522370295798,cot,256689523.5188175,833.7704641425313
4.941713361323818e+25,1248728803674894.5,1698320543716820.5,0.38679298229330944,cot,256689523.5188175,972.9487877469624
4.941713361323818e+25,1455914637127534.5,2040155274495871.2,0.41062805434863686,cot,256689523.5188175,1134.3779186381976
4.941713361323818e+25,1708772166445733.0,2450793850108048.5,0.4332215910025038,cot,256689523.5188175,1331.3922150161031
4.941713361323818e+25,2018620213115991.2,2944084977655257.0,0.45330294875977223,cot,256689523.5188175,1572.810752417022
4.941713361323818e+25,2398983059463981.5,3536664805680504.0,0.47658935250028633,cot,256689523.5188175,1869.1709942639054
