x, y
0.991332356818683, 0.14659685863874347
1.1198228843977716, 0.16099476439790578
1.2431340393340433, 0.17146596858638743
1.3327960750279517, 0.18062827225130892
1.4540217014489134, 0.19109947643979058
1.5862735101767567, 0.20157068062827227
1.807543871001546, 0.21596858638743457
1.9379144166965758, 0.22905759162303665
2.132664281300243, 0.23821989528795812
2.2666659654312378, 0.2486910994764398
2.4301510589675206, 0.2578534031413613
2.628208014757223, 0.2696335078534032
2.892328633611354, 0.28272251308900526
3.1554029005561057, 0.29450261780104714
3.533492377537833, 0.31020942408376967
4.026381610279491, 0.3272251308900524
4.5088342685093235, 0.3455497382198953
5.005332035087053, 0.3573298429319372
5.50834069621836, 0.3717277486910995
5.957269657123798, 0.38219895287958117
6.442786262667483, 0.3965968586387435
7.028795491852714, 0.4083769633507854
8.009246911275714, 0.4267015706806283
9.047357242349298, 0.4410994764397906
10.39951851628791, 0.45942408376963356
11.544678752689272, 0.4777486910994765
12.927995460282167, 0.4973821989528796
14.731330258402277, 0.5130890052356021
16.786213442666373, 0.5340314136125655
19.12773366696038, 0.5523560209424084
21.986444783352606, 0.5719895287958116
23.77833681671423, 0.5824607329842932
25.49336835550481, 0.5929319371727749
28.548057284876272, 0.6099476439790577
31.69167398000937, 0.6230366492146597
34.274540773083174, 0.6361256544502618
38.0487386989562, 0.6518324607329843
43.73526456643471, 0.6701570680628273
48.551245790135795, 0.6858638743455497
55.32369178104141, 0.7015706806282723
67.0018750350959, 0.7238219895287958
80.4418484539051, 0.7473821989528796
95.74065808184994, 0.7657068062827226
113.9490673837284, 0.7814136125654451
138.0023806695167, 0.799738219895288
174.56853751537008, 0.8180628272251309
207.7688042149444, 0.831151832460733
253.82644193754675, 0.8442408376963352
312.8052994120795, 0.8599476439790577
420.5508600992993, 0.8769633507853404
531.9832037838337, 0.8887434554973822
696.7872400534886, 0.9005235602094241
904.7357242349302, 0.9136125654450262
1205.828222197886, 0.9240837696335079
1607.1231217032746, 0.9332460732984293
2141.967388692795, 0.9410994764397906
2594.1116126965694, 0.9450261780104713
3141.6981858132017, 0.9476439790575917
4008.894014193037, 0.9515706806282723
4983.592609125857, 0.955497382198953
6195.273610577911, 0.9568062827225131
7905.34094136901, 0.9594240837696336
9913.32356818683, 0.962041884816754
72.46251804849405, 0.7356020942408378
60.883422071968795, 0.712041884816754
87.75850675744957, 0.7552356020942409
104.4488329237394, 0.774869109947644
126.49675800406715, 0.7918848167539267
151.87086976212876, 0.8075916230366492
188.79584778456953, 0.8259162303664922
226.66659654312394, 0.837696335078534
279.33461958165174, 0.8520942408376964
350.286532642543, 0.8651832460732984
382.147148937897, 0.8704188481675393
462.81393547437557, 0.880890052356021
580.3701988631617, 0.8939790575916231
627.6702851659193, 0.8979057591623038
753.5752981821609, 0.9057591623036649
807.927518574946, 0.9083769633507854
1013.1437683304664, 0.9175392670157069
1134.5415769614506, 0.9214659685863875
1338.609997606894, 0.9267015706806283
1486.0132585278534, 0.9293193717277487
1738.1034210098662, 0.9358638743455497
1980.5526384054192, 0.9397905759162304
2336.7918958568853, 0.943717277486911
2336.7918958568853, 0.943717277486911
2830.0612910811165, 0.9463350785340314
3457.421775586416, 0.9502617801047121
3642.81128222242, 0.9502617801047121
4411.766070744122, 0.9515706806282723
5436.879610181503, 0.955497382198953
6817.864931663908, 0.9594240837696336
8775.850675744952, 0.9607329842931938
15.793839221760086, 0.5235602094240838
13.860437460689038, 0.5052356020942409
12.270065495073542, 0.48821989528795817
10.862175719950903, 0.47120418848167545
9.69990511114841, 0.45287958115183247
8.586920243127226, 0.43586387434554974
7.601641296169167, 0.418848167539267
3.7883483380814544, 0.32068062827225136
17.99693249728112, 0.5458115183246074
20.15337685941733, 0.5602094240837696
41.14970533662473, 0.6596858638743456
36.11236693851238, 0.6452879581151832
26.627525720274654, 0.6034031413612566
30.078825180431004, 0.6191099476439791
32.53024503228903, 0.6295811518324608
46.08038172217748, 0.6767015706806283
52.96726658634338, 0.6976439790575917
10000, 0.962041884816754
