x, y
1, 0.09554973821989529
1.309791803758943, 0.11780104712041886
1.8392903130084515, 0.14528795811518325
2.6511875625562054, 0.18062827225130892
3.5643872140694355, 0.21204188481675393
5.093242201875508, 0.25523560209424084
6.967872400534886, 0.29581151832460734
10.39951851628791, 0.3468586387434555
15.931931519359061, 0.4083769633507854
26.86034157679057, 0.4869109947643979
44.117660707441196, 0.5602094240837696
63.040830826745086, 0.6099476439790577
113.9490673837284, 0.6819371727748692
188.79584778456953, 0.7369109947643979
299.48185217202587, 0.786649214659686
236.75061471725374, 0.7617801047120419
147.95591262176146, 0.7133507853403142
82.57036351902484, 0.6439790575916231
435.4531122482407, 0.8193717277486912
667.1086890575692, 0.8547120418848168
1124.70777539798, 0.8900523560209425
1896.1941296667912, 0.9149214659685865
3114.467066955182, 0.9319371727748692
5389.754677700672, 0.943717277486911
9827.398416756845, 0.955497382198953
