x, y
9913.32356818683, 0.8128272251308901
7437.989767473564, 0.8023560209424084
4648.328222641246, 0.7827225130890053
2483.6195293733845, 0.7460732984293195
3427.4540773083177, 0.7657068062827226
1512.1125607302436, 0.7107329842931938
969.9905111148413, 0.6767015706806283
585.4446239661204, 0.6321989528795812
341.2567775335396, 0.5785340314136126
243.01510589675212, 0.5405759162303665
155.88941782454387, 0.4842931937172775
107.21257988735798, 0.43324607329842935
71.21180351439851, 0.37434554973821993
44.117660707441196, 0.31020942408376967
28.548057284876272, 0.25261780104712045
18.797585955483306, 0.19895287958115185
13.270074037886937, 0.16230366492146597
8.079275185749456, 0.11649214659685865
4.354531122482408, 0.07198952879581152
6.009356616020752, 0.09162303664921466
2.628208014757223, 0.04842931937172775
1.479559126217615, 0.02879581151832461
1, 0.018324607329842934
3.353666315240649, 0.05890052356020943
446.975330190619, 0.606020942408377
753.5752981821609, 0.6557591623036649
1216.371294555086, 0.6950261780104713
1946.3679862969009, 0.7290575916230367
35.4890617676879, 0.2801047120418848
55.80741050214731, 0.3403141361256545
10000, 0.8128272251308901
