C_tr,C_inf,Accuracy
4e+24,400000000000.0,0.0
4e+24,4000000000000.0,0.0
4e+24,40000000000000.0,0.993333333333314
4e+24,400000000000000.0,0.9999999999999802
4e+24,4000000000000000.0,0.9999999999999802
4e+24,4e+16,0.9999999999999802
4e+24,4e+17,0.9999999999999802
4e+24,4e+18,0.9999999999999802
4e+24,4e+19,0.9999999999999802
4e+24,4e+20,0.9999999999999802
4e+24,4e+21,0.9999999999999802
4e+24,4e+22,0.9999999999999802
4e+24,4e+23,0.9999999999999802
4e+24,4e+24,0.9999999999999802
4e+25,40000000000.0,0.0
4e+25,400000000000.0,0.0
4e+25,4000000000000.0,0.0
4e+25,40000000000000.0,0.0
4e+25,400000000000000.0,0.9999999999999802
4e+25,4000000000000000.0,0.9999999999999802
4e+25,4e+16,0.9999999999999802
4e+25,4e+17,0.9999999999999802
4e+25,4e+18,0.9999999999999802
4e+25,4e+19,0.9999999999999802
4e+25,4e+20,0.9999999999999802
4e+25,4e+21,0.9999999999999802
4e+25,4e+22,0.9999999999999802
4e+25,4e+23,0.9999999999999802
4e+25,4e+24,0.9999999999999802
2e+18,20000000000.0,0.0666666666666666
2e+18,200000000000.0,0.1722222222222221
2e+18,2000000000000.0,0.2144444444444446
2e+18,20000000000000.0,0.2405810743399973
2e+18,200000000000000.0,0.2534748144301224
2e+18,2000000000000000.0,0.2644507553515872
2e+18,2e+16,0.2811111111111117
2e+18,2e+17,0.2944444444444452
2e+18,2e+18,0.3111111111111119
2e+18,2e+19,0.3233333333333342
2e+18,2e+20,0.3377777777777788
2e+18,2e+21,0.3522222222222233
2e+18,2e+22,0.3655555555555567
2e+18,2e+23,0.3811111111111124
2e+18,2e+24,0.3933333333333347
2e+19,20000000000.0,0.0
2e+19,200000000000.0,0.3355555555555565
2e+19,2000000000000.0,0.3711111111111123
2e+19,20000000000000.0,0.3922222222222236
2e+19,200000000000000.0,0.4077792647612623
2e+19,2000000000000000.0,0.4222222222222238
2e+19,2e+16,0.4355555555555572
2e+19,2e+17,0.4511111111111128
2e+19,2e+18,0.462222222222224
2e+19,2e+19,0.4766666666666685
2e+19,2e+20,0.4911111111111131
2e+19,2e+21,0.5033333333333352
2e+19,2e+22,0.5166666666666679
2e+19,2e+23,0.5311111111111118
2e+19,2e+24,0.5422222222222224
2e+20,20000000000.0,0.0
2e+20,200000000000.0,0.5011111111111131
2e+20,2000000000000.0,0.5322222222222228
2e+20,20000000000000.0,0.553333333333333
2e+20,200000000000000.0,0.569999999999999
2e+20,2000000000000000.0,0.5822222222222206
2e+20,2e+16,0.5955555555555534
2e+20,2e+17,0.6099999999999972
2e+20,2e+18,0.6222222222222189
2e+20,2e+19,0.6344444444444406
2e+20,2e+20,0.6477777777777733
2e+20,2e+21,0.6611111111111061
2e+20,2e+22,0.6733333333333278
2e+20,2e+23,0.6855555555555495
2e+20,2e+24,0.6999999999999933
2e+21,20000000000.0,0.0
2e+21,200000000000.0,0.0
2e+21,2000000000000.0,0.695555555555549
2e+21,20000000000000.0,0.7111111111111039
2e+21,200000000000000.0,0.7299999999995658
2e+21,2000000000000000.0,0.7433333333284633
2e+21,2e+16,0.7566666666099449
2e+21,2e+17,0.7711111102611417
2e+21,2e+18,0.7822222158913341
2e+21,2e+19,0.79444438055114
2e+21,2e+20,0.8077770461851419
2e+21,2e+21,0.8211025103361067
2e+21,2e+22,0.8321573038506084
2e+21,2e+23,0.8438062310527308
2e+21,2e+24,0.8530856838452653
2e+22,20000000000.0,0.0
2e+22,200000000000.0,0.0
2e+22,2000000000000.0,0.8522222222222089
2e+22,20000000000000.0,0.872222222222208
2e+22,200000000000000.0,0.8855555555555408
2e+22,2000000000000000.0,0.8999999999999846
2e+22,2e+16,0.9111111111110952
2e+22,2e+17,0.9222222222222058
2e+22,2e+18,0.9344444444444276
2e+22,2e+19,0.9488888888888714
2e+22,2e+20,0.961111111111093
2e+22,2e+21,0.9722222222222036
2e+22,2e+22,0.9833333333333144
2e+22,2e+23,0.996666666666647
2e+22,2e+24,0.9999999999999802
2e+23,20000000000.0,0.0
2e+23,200000000000.0,0.0
2e+23,2000000000000.0,0.0
2e+23,20000000000000.0,0.9988888888888692
2e+23,200000000000000.0,0.9999999999999802
2e+23,2000000000000000.0,0.9999999999999802
2e+23,2e+16,0.9999999999999802
2e+23,2e+17,0.9999999999999802
2e+23,2e+18,0.9999999999999802
2e+23,2e+19,0.9999999999999802
2e+23,2e+20,0.9999999999999802
2e+23,2e+21,0.9999999999999802
2e+23,2e+22,0.9999999999999802
2e+23,2e+23,0.9999999999999802
2e+23,2e+24,0.9999999999999802
2e+24,20000000000.0,0.0
2e+24,200000000000.0,0.0
2e+24,2000000000000.0,0.0
2e+24,20000000000000.0,0.9922222222222028
2e+24,200000000000000.0,0.9999999999999802
2e+24,2000000000000000.0,0.9999999999999802
2e+24,2e+16,0.9999999999999802
2e+24,2e+17,0.9999999999999802
2e+24,2e+18,0.9999999999999802
2e+24,2e+19,0.9999999999999802
2e+24,2e+20,0.9999999999999802
2e+24,2e+21,0.9999999999999802
2e+24,2e+22,0.9999999999999802
2e+24,2e+23,0.9999999999999802
2e+24,2e+24,0.9999999999999802
2e+25,20000000000.0,0.0
2e+25,200000000000.0,0.0
2e+25,2000000000000.0,0.0
2e+25,20000000000000.0,0.0
2e+25,200000000000000.0,0.9988888888888692
2e+25,2000000000000000.0,0.9999999999999802
2e+25,2e+16,0.9999999999999802
2e+25,2e+17,0.9999999999999802
2e+25,2e+18,0.9999999999999802
2e+25,2e+19,0.9999999999999802
2e+25,2e+20,0.9999999999999802
2e+25,2e+21,0.9999999999999802
2e+25,2e+22,0.9999999999999802
2e+25,2e+23,0.9999999999999802
2e+25,2e+24,0.9999999999999802
1e+18,20000000000.0,0.0055555555555555
1e+18,200000000000.0,0.1233333333333329
1e+18,2000000000000.0,0.1688888888883034
1e+18,20000000000000.0,0.1908312172189875
1e+18,200000000000000.0,0.2044458570347333
1e+18,2000000000000000.0,0.2211111097888116
1e+18,2e+16,0.235555544148518
1e+18,2e+17,0.2522220631514687
1e+18,2e+18,0.2655543789809579
1e+18,2e+19,0.2810972812113121
1e+18,2e+20,0.2954227834784346
1e+18,2e+21,0.3096218392157849
1e+18,2e+22,0.3177196303781509
1e+18,2e+23,0.3311111860549352
1e+18,2e+24,0.3444444444444455
1e+19,20000000000.0,0.0
1e+19,200000000000.0,0.2855555555555562
1e+19,2000000000000.0,0.3222222222222231
1e+19,20000000000000.0,0.3444444444444455
1e+19,200000000000000.0,0.3611111111118443
1e+19,2000000000000000.0,0.3744444444444457
1e+19,2e+16,0.3911111111111124
1e+19,2e+17,0.4033333333333347
1e+19,2e+18,0.4166666666666682
1e+19,2e+19,0.4311111111111127
1e+19,2e+20,0.443333333333335
1e+19,2e+21,0.4588888888888907
1e+19,2e+22,0.471111111111113
1e+19,2e+23,0.4844444444444464
1e+19,2e+24,0.4988888888888909
1e+20,20000000000.0,0.0
1e+20,200000000000.0,0.4522222222222239
1e+20,2000000000000.0,0.4833333333333353
1e+20,20000000000000.0,0.5066666666666684
1e+20,200000000000000.0,0.5211111111111122
1e+20,2000000000000000.0,0.5344444444444449
1e+20,2e+16,0.5488888888888888
