x, y
1.0159236335028734, 0.4766355140186916
1.3289209328071439, 0.514018691588785
1.8812327842591325, 0.5654205607476636
2.580262008277379, 0.6059190031152648
3.8909124427167705, 0.6573208722741433
6.152084592193048, 0.7071651090342679
8.708947944646914, 0.7429906542056075
12.13523043253998, 0.7757009345794392
17.452292660529327, 0.8099688473520249
27.162032476755684, 0.8504672897196262
45.03148770930198, 0.8862928348909657
65.79332246575679, 0.9065420560747663
105.68509013328568, 0.9252336448598131
169.76401035673476, 0.9376947040498442
268.4209855144752, 0.9485981308411214
513.0031934534479, 0.9595015576323987
905.9794635572869, 0.9672897196261682
1478.4659290713025, 0.970404984423676
2451.12439102526, 0.9766355140186915
4260.912078753026, 0.9813084112149533
6527.5662223780055, 0.9828660436137071
10000, 0.9844236760124611
